Country Name	Indicator Name	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013
Cameroon	Labor force, female (% of total labor force)	41.7766213093	42.3419866161	42.8880174699	43.4279471091	43.887211657	44.4049745985	44.9092550839	44.9603559503	45.0101725499	45.0587365368	45.1141874597	45.1605457915	45.2061653544	45.2515120678	45.3045432726	45.3579337168	45.4117207281	45.4005498185	45.5284371325	45.5198341844	45.5853411313	45.6459124641	45.6365129153	
Canada	Labor force, female (% of total labor force)	44.0908501114	44.4423982439	44.6770410711	44.7473093648	44.743310052	44.948558886	45.0854745283	45.1717056413	45.4180608437	45.5116093747	45.7441526921	45.8911645678	46.0965817931	46.3591802127	46.420911243	46.4571067899	46.6729318767	46.842965121	46.8434872002	47.0315007133	47.0863191097	47.1418789728	47.1271250847	
Caribbean small states	Labor force, female (% of total labor force)	41.1249453176	42.4741943618	42.2800187109	42.0477351843	42.3003815091	41.9664480121	42.0111804079	41.6807959199	41.337613373	41.2874300614	41.212299833	41.2616296049	41.3444446761	41.5618293095	41.8696287333	42.1924463621	42.3700552114	42.3718815955	42.628146293	42.5095610589	42.7204567205	42.7880291336	42.9704056253	
Cayman Islands	Labor force, female (% of total labor force)																								
Central African Republic	Labor force, female (% of total labor force)	45.8359493986	45.9218250877	46.2059841553	46.4050385508	46.4022919412	46.3904386171	46.5868450007	46.5700042951	46.5507600441	46.5360547575	46.5196694425	46.5679490728	46.6809304657	46.8700962342	46.914222032	46.8971966038	46.9392066561	46.920904809	47.0335923171	47.0816478289	47.1964088678	47.1775506499	47.1605765379	
Central Europe and the Baltics	Labor force, female (% of total labor force)	45.5716356664	45.6169357785	45.654794305	45.6454248485	45.6613075407	45.5044629873	45.5848615555	45.6534112356	45.6895528846	45.8247661344	45.9340009452	45.9896148567	45.8170233675	45.7258263718	45.6369159853	45.448121465	45.3566541918	45.1914847561	45.0337959887	45.1026558921	45.2989511097	45.3620238974	45.3856662895	
Chad	Labor force, female (% of total labor force)	45.2786839399	45.0825663659	44.8951767048	45.4714671223	45.5050257528	45.4744183885	45.4353688183	45.4660356934	45.3623726309	45.3912763317	45.356240864	45.3132240939	45.2774688779	45.1722556841	45.2023246604	45.171871656	45.0734670403	45.1104135789	45.0862405686	45.0637867426	45.0427898258	44.9530489721	44.934947195	
Channel Islands	Labor force, female (% of total labor force)																								
Chile	Labor force, female (% of total labor force)	30.4809884394	30.33984481	31.5270729758	32.2761922919	32.3248337525	31.8848772684	31.8873957342	32.5380846756	32.7474591367	32.8899271587	33.1474726164	32.8101805553	32.8538065994	33.8600850302	34.7840688154	35.3194964422	35.5705440672	36.0876866627	37.1212979269	37.6211853652	39.542432442	40.2740627894	40.5173722459	
China	Labor force, female (% of total labor force)	44.693733513	44.7089959586	44.6665069759	44.6239886016	44.639458602	44.6569430319	44.6716824702	44.625284016	44.6342299424	44.6958836025	44.6878668593	44.650734857	44.5416803431	44.4908621354	44.3708226127	44.2538254631	44.1407766392	44.0319297221	43.9212956353	43.8156643529	43.7016000424	43.6428141966	43.6385445618	
Colombia	Labor force, female (% of total labor force)	29.9272532485	29.8995089226	29.741278256	29.6233758166	31.0292669498	32.3975359095	33.7800217845	35.0901193452	36.3335679778	37.4572238602	38.5848736002	39.7993790293	40.7502184935	41.7944713056	41.2020967946	40.9896375516	41.0663268786	40.9387591461	40.9442601486	42.0236534401	42.468183805	42.5626706644	42.6572435153	
Comoros	Labor force, female (% of total labor force)	25.5200539376	25.8416938266	26.0205890058	26.2457752941	26.5610673521	26.782709481	27.0517128312	27.2701143794	27.5377443818	27.7536382664	28.0105610874	28.1735379815	28.4268224819	28.6263084062	28.8237203653	29.108009863	29.2998444099	29.4891183799	29.7644049919	30.0012721837	30.1840165924	30.2958406939	30.4076244985	
Congo, Dem. Rep.	Labor force, female (% of total labor force)	48.6915867074	48.8725646227	49.1218074259	49.4450933814	49.5503011314	49.512952973	49.5479935907	49.656753913	49.6931390502	49.8713108316	50.051371212	50.2307962438	50.2002222479	50.1705428557	50.1429903519	50.0481915528	50.0956204485	50.0051665993	49.9863084035	49.9705486005	49.8861450997	49.8742250179	49.864093337	
Congo, Rep.	Labor force, female (% of total labor force)	45.4932424764	45.8013773674	46.1001421576	46.4026963353	46.7766909961	47.0653311093	47.2051297883	47.491889505	47.6311024837	47.9137478327	48.0519386306	48.2605361942	48.3987885446	48.5369154235	48.7452101876	48.8104577548	48.8021036626	48.795268682	48.7898083503	48.7148354271	48.6420720357	48.7090647181	48.6373189345	
Costa Rica	Labor force, female (% of total labor force)	27.587412166	28.2935714183	28.1203937203	28.549134032	29.1634505459	29.5052081048	28.8935028919	30.5130152546	31.584878315	31.5724992567	30.7393119721	33.5556387422	33.5561304714	33.5564521733	32.8847150873	34.7534862502	34.8088239572	35.1723599024	35.4315110485	35.9415048162	36.301140243	36.4024829475	36.4251765871	
Cote d'Ivoire	Labor force, female (% of total labor force)	29.9471088714	30.4628968258	30.9790405848	31.4963730529	32.0863662396	32.6107020447	33.1387388768	33.7409623942	34.2784393909	34.5068772661	34.7944340523	35.0384187508	35.2900625375	35.5458793429	35.8183366999	36.0673656955	36.3632549324	36.598885825	36.8295679598	37.0411383781	37.2686487487	37.4626271308	37.5992777219	
Croatia	Labor force, female (% of total labor force)	42.5026527438	42.4428171835	42.6669263698	42.9175233855	43.0965733355	43.3418500704	43.4934862196	43.7288972508	43.8752446449	44.0173976321	44.2422817668	44.4390233424	44.7372953994	44.6394687637	44.9808731166	45.4289743358	45.843088877	45.0635537217	45.3318687742	45.8747902668	45.8898713257	45.3122432298	45.6727997571	
Cuba	Labor force, female (% of total labor force)	32.5076844385	32.7609802243	33.0139517975	33.2672844392	33.4601745558	33.685730362	33.9763252591	34.2413406434	34.5706011486	34.8052644858	35.0059608387	35.2930459875	35.5756446516	35.7625957658	36.115352104	36.492252456	37.0305399944	37.748418436	37.6997753532	37.9380935723	38.0491093962	38.0719586204	38.1625469533	
Curacao	Labor force, female (% of total labor force)																								
Cyprus	Labor force, female (% of total labor force)	36.2420920764	36.7743750113	36.9992170363	37.0653426519	37.6103588689	37.197601279	37.8386499739	38.4489636801	38.5711335422	38.6773945218	40.7933023406	41.8624026318	42.3297225726	42.5011093921	42.2579769179	41.9802966571	42.3104391006	42.6955546522	42.8791882012	43.175672246	43.5251626237	43.4973134328	43.0954445576	
Czech Republic	Labor force, female (% of total labor force)	44.3655801018	44.4139609782	44.3967916202	44.3659569451	44.4442176764	44.2186931312	43.9781259174	44.0171480225	44.1554200587	44.2977609023	44.299059579	44.3217975958	44.2034384321	44.3175409818	44.2569211313	44.0643457175	44.057709798	43.6558363213	43.3454942177	43.3612271715	43.2526925584	43.3821696159	43.5937611254	
Denmark	Labor force, female (% of total labor force)	45.9922012852	46.4074906465	46.618296182	46.6332547638	45.7961337484	45.2241205318	45.3806639658	45.486143667	46.2342183624	46.2015079002	46.4744290156	46.5927541003	46.3049168111	46.4249495107	46.6794908413	46.7172946584	46.9490218861	46.8990317666	46.9610312899	47.1225444854	47.1294086178	47.248899058	47.358270194	
Djibouti	Labor force, female (% of total labor force)	28.9765616297	29.5821962272	29.8855395688	30.1835257473	30.4796014418	30.7745141836	31.06969065	31.2987362194	31.5247646336	31.8126677936	32.095602073	32.3742925301	32.6132635047	32.8850334907	33.2204155375	33.4869450673	33.6840548309	34.0455591652	34.3367550592	34.6248426476	34.745708475	34.9042377239	34.8984676801	
Dominica	Labor force, female (% of total labor force)																								
Dominican Republic	Labor force, female (% of total labor force)	34.0690851895	34.1144873759	34.3740711962	34.606519109	34.7080183314	34.8876626316	35.2555731103	35.5700729218	35.9423700922	36.3387606124	36.6577579374	36.9028261162	37.2242476361	37.3866730724	37.624693137	37.9957597306	38.441020921	38.8057063877	39.0563952983	39.229618863	39.5242051181	39.620428898	39.7165055366	
East Asia & Pacific (all income levels)	Labor force, female (% of total labor force)	43.9222579951	43.8517194547	43.7406158414	43.7003071087	43.7263673445	43.741429103	43.7553352186	43.7304862467	43.781093909	43.7878350275	43.8029848192	43.8115637401	43.7299799183	43.6934790202	43.6188201753	43.6038064308	43.5531240974	43.5301570099	43.5046851919	43.434623213	43.4087751081	43.3630843177	43.3700116426	
East Asia & Pacific (developing only)	Labor force, female (% of total labor force)	44.3204697958	44.2377276274	44.1251906836	44.0908194191	44.1107108359	44.1120732308	44.1143595804	44.0554344126	44.1219320413	44.117088551	44.1025421215	44.0897043265	43.9893584047	43.9326662172	43.8284472027	43.7863933097	43.7139698335	43.6820979936	43.6360506937	43.5368288696	43.4704194799	43.4390579671	43.4314838387	
Ecuador	Labor force, female (% of total labor force)	31.956110453	32.4019067674	33.0578382994	33.7815326449	34.2861018804	34.833444122	35.4039622587	35.8143520105	36.2421096664	37.104097998	37.515555854	39.83946895	39.4611510559	39.2713963658	40.7284589107	39.8006189835	40.0630455897	39.5460007673	39.0881440562	39.4237478884	39.7968784674	39.9871143184	40.10172672	
Egypt, Arab Rep.	Labor force, female (% of total labor force)	25.9784356992	23.2049931179	23.9106668995	22.8989492236	23.1996454299	22.3352678674	21.8017057748	21.1446270739	20.5849957399	20.6002449569	20.9876994708	21.5427262576	20.3805943543	20.6372520254	20.8413966135	21.2316371466	21.9065690099	23.6128851606	23.6815196432	23.9011252047	24.0671549681	24.072396597	24.1778602243	
El Salvador	Labor force, female (% of total labor force)	35.3339809027	35.4646579119	35.6043510512	36.8629350052	37.6391530271	36.8594946138	36.7623503017	37.1056013435	38.8361166046	39.3782420704	39.649849687	39.8462189388	40.1426693239	40.2654037711	39.9207739353	40.3626894876	40.6277573161	40.6331283701	40.5851736706	40.9291604962	41.2892694517	41.4752537701	41.5925315842	
Equatorial Guinea	Labor force, female (% of total labor force)	45.0387388196	44.978666901	44.8493188649	44.7074505402	44.5650236105	44.5302652399	44.3943453353	44.3674037132	44.3352779897	44.3097987371	44.3352324116	44.3103236172	44.3388022911	44.3711405865	44.4134898339	44.4655572768	44.4777939168	44.4981531168	44.5248821342	44.6097818299	44.6951639532	44.7248429548	44.8105246121	
Eritrea	Labor force, female (% of total labor force)	46.3259415044	46.3530498015	46.4651853611	46.1382452104	45.7598884117	45.8093818548	45.6708213112	45.6802756746	45.9282978102	46.1857866596	46.7845069802	46.8684028805	47.2164277343	47.5738943266	47.7402773292	47.902185162	47.9980781617	47.9690403471	48.185508587	48.1515436127	48.1192371451	48.1491174453	48.1197374018	
Estonia	Labor force, female (% of total labor force)	49.5558569369	49.2709673986	49.004206693	48.6639089344	48.4514141467	48.1033214331	48.4239507051	48.7951649693	48.2610660107	48.64542229	48.7415951947	48.8072604389	48.7204263827	48.5489299549	48.8812248016	49.6342977717	49.4857356548	48.7472326264	48.8722996461	49.2825521506	49.9587204048	50.0147467285	49.4443004037	
Ethiopia	Labor force, female (% of total labor force)	44.981829213	45.1258369307	45.348901712	45.1162635207	45.0768241265	44.9531410069	44.7429264965	44.7156059619	44.7591491484	44.671326042	45.0745032292	45.4153577546	45.8097904127	46.2010687927	46.5267412426	46.7865957214	46.8336639562	46.8802586652	46.9219852047	47.0230180709	47.0073350188	47.0508051392	47.0375758396	
Euro area	Labor force, female (% of total labor force)	39.8898453409	40.5399836832	40.7206077139	40.9204427913	41.2060146603	41.4736435297	41.7030348919	41.9187468875	42.0942557191	42.5023320029	42.7361618225	42.8109671938	43.0492808344	43.4564974354	43.6903136907	43.8251350097	44.1117549235	44.3210742942	44.5332878627	44.8346168778	45.014199572	45.1797383621	45.3605339107	
Europe & Central Asia (all income levels)	Labor force, female (% of total labor force)	43.2770388673	43.4324669479	43.4274571966	43.3061398467	43.4589385682	43.5485316955	43.6323634881	43.725770215	43.8132811223	44.1902433185	44.2483916376	44.316610017	44.5489633732	44.6990806809	44.6789845517	44.6951028399	44.8069538848	44.8175282725	44.8235129212	45.0137297834	45.0575005766	45.1674009536	45.2789551932	
Europe & Central Asia (developing only)	Labor force, female (% of total labor force)	43.1977029652	43.1860320739	43.1029151407	42.5550261505	42.9232558856	42.8800398706	42.8373803223	42.7072015473	42.7680088862	42.9039392587	42.6249346503	42.7716895047	42.8532517525	42.675203125	42.1274245244	41.9121182839	41.903763562	41.8195789354	41.8171063515	41.9447323271	42.0684565102	42.1581393574	42.2765392897	
European Union	Labor force, female (% of total labor force)	41.7253526962	42.147368823	42.3087035289	42.4818406346	42.6843748254	42.8313490182	43.0128354901	43.1970838011	43.333258395	43.6357751825	43.8277196776	43.9021676712	44.0254573507	44.2480429988	44.4092984191	44.4656893801	44.6369260465	44.7191365282	44.8301046001	45.0573204171	45.22458565	45.352225564	45.4791074534	
Faeroe Islands	Labor force, female (% of total labor force)																								
Fiji	Labor force, female (% of total labor force)	25.5244010228	26.6814432195	27.8215794093	29.1169207684	30.3611494114	31.6223977028	32.9230218814	32.9636680466	33.0029957738	33.1196175753	33.2534556729	33.3159894366	33.3095248099	33.3837474952	33.3730312511	33.4275014577	33.5212236525	33.6231839401	33.5516082398	33.5471398114	33.4639374767	33.4831838268	33.6030791352	
Finland	Labor force, female (% of total labor force)	47.1313766624	47.0678181206	46.9988941548	46.9677682143	46.9456306959	46.9304324138	46.9707394757	47.059837958	47.1281583386	47.4169092777	47.4183488358	47.4748976721	47.7689573954	47.618904372	47.7281318746	47.9594070784	47.9534677223	48.0137188803	47.7421704962	48.1569288541	47.8406910144	47.5594892789	47.7797371601	
Fragile and conflict affected situations	Labor force, female (% of total labor force)	39.8863611404	39.8912887697	39.9150524245	39.9517450307	39.9511448485	39.971246178	40.0039478178	40.0625816541	40.0902443759	40.165367601	40.2554023609	40.3230291207	40.4042494814	40.4874577403	40.5357268891	40.5334528465	40.5620766176	40.5628156832	40.6232797188	40.6382126644	40.6644889035	40.6910641381	40.6809758633	
France	Labor force, female (% of total labor force)	43.57451355	43.9942836098	44.2235985496	44.6281175752	44.9220167242	45.2252904576	45.2770456154	45.2242122356	45.4106044071	45.6253207033	45.7168814765	45.699109673	45.7352460449	46.4162930016	46.5102579541	46.7300658005	46.9085389596	47.0971976259	47.1842422694	47.3684300971	47.3460079935	47.3975935182	47.3801386226	
French Polynesia	Labor force, female (% of total labor force)	37.6601086177	37.8681662296	38.0645081225	38.2583301768	38.5430080997	38.8022096311	39.1163168271	39.2581283574	39.3309541119	39.5337093742	39.6842901254	39.7963796256	39.9607843137	40.1563519203	40.3426382366	40.6103084097	40.8179389744	41.0092474194	41.0697403825	41.0494075205	41.1304844306	41.0781262125	41.1988453048	
Gabon	Labor force, female (% of total labor force)	47.0254859611	46.5405279009	46.6482883091	46.3347621503	46.3992143357	46.3715793241	46.4107571586	46.2760996967	46.2945743865	46.2376570758	46.2631745952	46.2201084838	46.2680270689	46.3140633674	46.3718604236	46.3543448469	46.2678262101	46.2761150492	46.2064463877	46.1468207615	46.181856829	46.1453293289	46.125292082	
Gambia, The	Labor force, female (% of total labor force)	44.4940997017	44.5816495294	44.6741702231	44.7452134013	45.0268312535	45.3722986738	45.7717576124	46.0439654435	46.3720554416	46.6155243726	46.7819284665	46.9292786982	47.2668921881	47.2510596692	47.2929197855	47.3353945226	47.4357651429	47.4657301957	47.5582031138	47.712708901	47.735820671	47.8127777365	47.8248770368	
Georgia	Labor force, female (% of total labor force)	46.0990847766	46.1709561176	46.8798262647	47.5552857557	47.7328609922	47.588460426	47.3531906059	47.1891275736	47.197082098	47.1958008043	46.2288743499	47.0107874662	46.5550846845	46.9565609264	47.0932734964	46.9307171131	46.9529062922	46.9788136369	47.0278656343	47.0112489486	46.9785911675	47.0352307985	47.0129072553	
Germany	Labor force, female (% of total labor force)	40.6904998509	42.182503397	42.1801421576	42.2921721363	42.3444017499	42.5322437911	42.6771545294	42.9382528826	43.0444129353	43.580540841	43.77913751	44.0162975351	44.3020566359	44.6552893055	44.7720469832	44.6350116256	45.0042628824	45.2717678259	45.2559947923	45.4994503852	45.644095472	45.8421628525	45.8868711783	
Ghana	Labor force, female (% of total labor force)	48.1892221614	48.343523921	48.5943146422	48.6470855754	48.7490213265	48.7481761688	48.7081705555	48.7096748223	48.5766040211	48.5416464233	48.5577479919	48.6673916991	48.8111226014	48.9090097133	49.1545403378	49.3266153833	49.4987901259	49.6872663991	49.8526446312	50.042436672	50.0260610022	50.0179934285	49.9587999457	
Greece	Labor force, female (% of total labor force)	36.1635926798	34.9934556082	35.8844606576	36.0756080979	36.2844720199	36.6897781449	37.4650291949	37.5964989983	38.5947632101	39.2142866587	39.1112750084	39.001084969	39.3903213056	39.6033241306	40.3136465903	40.4133423161	40.5701075289	40.5501791069	40.6437360709	41.2105773468	41.696795602	41.9677952008	42.4054851087	
Greenland	Labor force, female (% of total labor force)																								
Grenada	Labor force, female (% of total labor force)																								
Guam	Labor force, female (% of total labor force)	35.8842400749	36.3302722364	36.8752095273	37.4906073889	38.1205946628	38.8778557676	39.557845993	40.1578629596	40.8676795902	41.4649608114	42.0140923578	42.4264810342	42.4476631848	42.1614910419	41.8619342982	43.9549660966	43.7807146625	40.7334164481	41.7562596753	42.7550604155	43.4389015005	44.1052717303	44.090860531	
Guatemala	Labor force, female (% of total labor force)	31.5671705942	31.7950464899	32.1028947978	32.3803430669	32.7143648238	33.0731761193	33.3444990968	33.6908126577	34.0303985154	34.362794389	34.5499151375	34.8094963138	34.9753252214	35.2123647794	35.2982175583	36.2503633997	37.2517348636	37.5906104161	37.7274404325	37.9330957514	38.130224784	38.1422459325	38.2263014674	
Guinea	Labor force, female (% of total labor force)	45.9296757932	45.8333087909	45.7979897034	45.6888657436	45.720086454	45.6056054191	45.4877409537	45.4381374291	45.3137539506	45.1947054425	45.2888484204	45.246348684	45.1958269759	45.1399637763	45.1824063056	45.2170142874	45.3375537715	45.4009160543	45.3846220122	45.6006302514	45.6677709634	45.720732433	45.7093685309	
Guinea-Bissau	Labor force, female (% of total labor force)	44.2091650555	44.2018549456	44.2247931134	44.1739621846	43.9737261911	43.9067973087	43.5835476156	43.5089555049	45.5074187419	45.4210383959	45.3250376807	45.52854852	46.0260209159	46.3590677231	46.3307602372	46.3063692098	46.4379619367	46.6467158507	46.7859373382	46.8624065357	47.0018090804	47.0014736086	46.9956864453	
Guyana	Labor force, female (% of total labor force)	31.3215485818	31.9459616667	32.4175435869	32.925546559	32.9212561104	32.697589043	32.6156109027	32.5944254217	32.550675147	32.5958962126	32.5872352449	32.6478290455	32.7375902116	32.8323603978	33.0095181009	33.1332879622	33.3067046097	33.6184322975	33.8735889963	34.1579893247	34.502949283	34.7156511075	34.8250778907	
Haiti	Labor force, female (% of total labor force)	43.9654600932	44.2376799477	44.5124569984	44.7878752348	45.1300343849	45.3909067693	45.6395421993	45.9680700602	46.2185651097	46.4008769488	46.6709756605	46.7385061782	46.8903377735	46.8962663643	47.060662888	47.0730918057	47.163118863	47.1826238824	47.3562880763	47.3747945313	47.3961730323	47.4013308503	47.4819005007	
Heavily indebted poor countries (HIPC)	Labor force, female (% of total labor force)	44.1171342015	44.2080411338	44.3364545839	44.3583961108	44.4204481804	44.4339515141	44.5064689371	44.5956321063	44.6609735997	44.6979878759	44.8307580768	44.9118184497	44.977764583	45.0338341302	45.1043725454	45.1585466581	45.2503396562	45.3177230073	45.3770299666	45.4206761417	45.4405299268	45.459853046	45.4473776139	
High income	Labor force, female (% of total labor force)	42.5494652441	42.6828940949	42.7175378846	42.7353408839	42.8976155924	42.9781161576	43.107940166	43.3053772007	43.3476241112	43.6492332549	43.7695851673	43.8151313654	43.978476602	44.1735532457	44.2559106767	44.3167854875	44.3872404687	44.3848445553	44.41453237	44.5601969704	44.6239755186	44.5837785246	44.6006589653	
High income: nonOECD	Labor force, female (% of total labor force)	44.4320226282	44.0849374907	43.8386413419	43.4819168559	43.2012361374	43.0879141602	43.1043596508	43.3327463126	43.3755480215	44.1878620522	44.1807088891	44.0503829959	44.3661198471	44.4283460786	44.345511393	44.2689271279	44.129889288	43.7265163283	43.1831571787	43.015112522	42.5039944109	42.3918198806	42.2071054952	
High income: OECD	Labor force, female (% of total labor force)	42.1290346155	42.3753966478	42.4767864025	42.5787880248	42.8358291584	42.9556588929	43.108661311	43.2999886055	43.3421961276	43.5396753297	43.6860200375	43.7679005119	43.8998361595	44.1210681461	44.2373162282	44.3267749281	44.4412094662	44.5249950247	44.6784918743	44.8941697864	45.0853266252	45.066358685	45.1297930039	
Honduras	Labor force, female (% of total labor force)	28.0944867442	28.1928626636	29.3020888836	29.220052112	29.1394326895	29.0603086887	31.7980418781	32.0630725371	32.9386642098	34.6391939737	34.1133833589	33.2484197019	31.801985907	32.1040320849	32.4037095248	32.7637003241	33.19656995	33.4838817325	33.7375266652	33.879726593	34.0766294446	34.2482583135	34.3657779639	
Hong Kong SAR, China	Labor force, female (% of total labor force)	36.4348580115	37.1663384783	36.9781179983	36.9764018744	37.7627409108	38.5633140635	39.1595374027	39.7801790531	40.6096415758	41.3390092996	42.0569989358	42.8591307315	43.9324804473	44.0459886826	44.4481109524	44.9383940589	45.3751407294	46.0862018126	46.6710593154	47.0742965207	46.8822289775	46.9973363686	47.0689859448	
Hungary	Labor force, female (% of total labor force)	44.4890644326	44.8184986275	45.2676512362	45.1673487701	44.7125409311	43.3967682266	43.529065438	43.5148942029	44.5271606489	44.6423127474	44.7216813432	44.6937892721	45.0401517423	45.2938169799	45.3941329052	45.5805975752	45.4246258461	45.27524232	45.3175799128	45.4077065388	45.9976972407	45.836167395	45.8552065365	
Iceland	Labor force, female (% of total labor force)	45.3317116475	45.3008385095	45.7116390218	46.4882718167	46.7822293958	46.5409990575	46.6382259269	46.433737766	46.6364366529	46.7332626701	46.7256935864	46.8709187187	46.7661337227	47.087201572	46.6319586347	46.8318549611	46.518435373	46.5723758088	46.606956136	47.0060217383	47.1471343256	47.1784421504	47.5779024784	
India	Labor force, female (% of total labor force)	27.5044500772	27.6746028557	27.9262369147	28.100381513	28.3215362	28.2387039837	28.1073755256	28.0210657265	27.933623876	27.8456704068	27.7575233114	28.0760762958	28.4390327146	28.7988964894	29.1548573621	29.4578317941	28.5511389033	27.6904993369	26.8789357059	25.9874670465	25.1071911755	25.1565689941	25.2503680339	
Indonesia	Labor force, female (% of total labor force)	38.6411689052	38.0577209292	37.5286508067	37.9855172462	38.5890753025	38.276694944	38.0869332065	37.5626089888	38.2941379482	37.8644455898	37.5923780788	37.3855679162	37.0962301494	37.1077734393	37.1217038165	37.086674757	37.3716125721	37.6621871304	37.9559198643	37.8408761596	37.8905563854	37.9551009994	37.9434667443	
Iran, Islamic Rep.	Labor force, female (% of total labor force)	10.3866341543	10.6365622966	10.8767169288	11.1225568151	11.4842490228	11.7389270565	12.1404891475	13.0046339027	13.8560575292	14.6553228061	15.5060129204	16.396272528	17.1748959663	18.0330180108	18.9847548144	19.8954061788	19.4545663406	18.973619105	17.5137577261	17.7613503552	17.9979837859	18.1099685508	18.25343906	
Iraq	Labor force, female (% of total labor force)	13.3277118065	13.5714260756	13.8082624771	13.8835758855	14.1142127	14.3106979928	14.5431931859	14.777012349	14.853208432	15.0864927557	15.3185045574	15.5490596125	15.7789438887	16.0096378539	16.3642632682	16.4007310178	16.6010702977	16.7637820618	16.8887493925	17.0932185888	17.2550367561	17.3371271374	17.4182328235	
Ireland	Labor force, female (% of total labor force)	34.1731277598	34.6751204666	35.4567854504	36.5828307903	37.0882750494	37.6129652614	38.3863809186	38.9297622195	39.5393313513	40.2373204456	40.6111617562	40.7536757451	41.3398008178	41.5535667298	41.4995828359	42.0911473351	42.3955454436	43.0229305226	43.3752044304	43.8996064262	44.3284361728	44.5448331327	44.5134315627	
Isle of Man	Labor force, female (% of total labor force)																								
Israel	Labor force, female (% of total labor force)	40.415177576	40.9227235092	41.7685933447	41.9597647211	42.8468472876	43.3771369803	43.7446986922	44.2191214852	44.635015906	45.2781488269	45.7988681776	45.8984694762	46.0558022675	46.5422612514	46.4845405902	46.5874201094	46.6074926314	46.5630334854	46.5659576974	47.113153911	47.1145421087	46.9950765989	46.7301903904	
Italy	Labor force, female (% of total labor force)	36.3805445228	36.7249735337	36.3765485709	36.1449365418	36.6094979379	36.9288026871	37.3012181927	37.5316128653	37.8198121345	38.3465809292	38.6645093689	39.0250681606	39.1280417157	39.305167806	39.8745216145	39.9452195517	40.1532883874	40.2191109063	40.7267984069	40.7049831346	40.9587108081	41.1409687132	41.7431398626	
Jamaica	Labor force, female (% of total labor force)	46.2952908829	46.590106936	46.8529706241	47.0219195803	47.3117966499	46.7773734645	46.2221651864	45.5624235309	44.7424722796	44.5063198357	44.3674578412	44.1807939919	44.1017103377	43.955272871	44.1306502147	44.3424504023	44.5214380286	44.7597679967	44.9764289334	44.9117667516	45.0918162518	45.1362605019	45.4758001905	
Japan	Labor force, female (% of total labor force)	40.7908193425	40.8834655886	40.7618374557	40.5565993687	40.5146862651	40.4779527185	40.4986523781	40.6858322277	40.7289797478	40.5776197693	40.6725350655	40.8049545922	40.7872483793	40.9910344487	41.111066823	41.2816924964	41.3645699109	41.3935308923	41.5415601702	41.9327686513	42.4780191341	42.0753083088	42.2352031806	
Jordan	Labor force, female (% of total labor force)	10.9854021697	11.0227404742	11.7339937277	12.1742699079	12.6968806433	13.1723012961	13.3561703132	13.6139295101	13.8045017163	14.0383558425	14.2815181415	13.9286499802	14.867306522	14.1318883932	13.2517127584	14.7219715789	15.272042062	17.7629744858	17.3506424332	17.8656591449	18.017338067	18.2082586592	18.1389360612	
Kazakhstan	Labor force, female (% of total labor force)	47.0538025204	47.1134210909	47.193841017	47.2948766065	47.4912588734	47.7126153632	47.9620899941	48.3128011372	48.733879844	48.9849466575	49.2628101084	49.3429662585	49.4442119273	49.3453686611	49.0775490054	49.1760250901	49.2847905202	49.3359061052	49.5438013826	49.4706488663	49.4145147482	49.4610175344	49.4511140326	
Kenya	Labor force, female (% of total labor force)	47.2650854004	47.2350171654	47.2021191046	47.0971889668	47.0581751891	47.0164146755	46.9727711174	46.927151285	46.8778585574	46.8227775478	46.7611938031	46.7674915671	46.6948273295	46.6274797758	46.641963588	46.5941804446	46.5962138626	46.5346646876	46.5552511403	46.5776684558	46.5997394901	46.5456568818	46.5671710261	
Kiribati	Labor force, female (% of total labor force)																								
Korea, Dem. Rep.	Labor force, female (% of total labor force)	48.9052824841	48.779341221	48.5386434242	48.4319907536	48.2754807292	48.1854941665	48.1031292235	48.027268834	48.0177261772	47.9365266287	47.972461328	47.9419440783	47.9000333399	47.9189632327	47.9978407712	48.0192691652	47.9780179306	48.0650790321	48.0930756493	48.0039208171	48.032215987	48.0039486129	47.914561786	
Korea, Rep.	Labor force, female (% of total labor force)	39.6543028177	39.4542314413	39.2473493472	39.3230886937	39.4774358784	39.7937726315	40.01275436	40.5437323077	39.4729937711	39.9404612085	40.5072842506	40.707357169	40.8195987564	40.512841071	40.9742407516	41.2274519112	41.4672418659	41.4632927225	41.5421014065	41.2530016422	41.4238882421	41.4435009695	41.5623535709	
Kosovo	Labor force, female (% of total labor force)																								
Kuwait	Labor force, female (% of total labor force)	26.8152030787	26.6993182702				23.2229775936	23.1183990264	23.4478384898	24.0502234802	24.6149068187	25.0202035178	25.2154172749	25.3311899279	25.3414447706	24.9645353138	24.5852692894	24.2599333113	23.8987416304	23.6087841558	23.7089259057	23.6108484921	23.7050979681	23.7721347806	
Kyrgyz Republic	Labor force, female (% of total labor force)	46.0803456602	45.922007158	45.8373139592	45.6891549784	45.5407773663	45.4820877444	45.2806892806	45.1711237428	45.0557206557	44.8534600819	44.6365626938	44.4703896349	44.2109403534	43.628161701	43.2039983265	42.8367198393	42.5591212616	42.5266820547	42.6496724268	42.631448003	42.6972943516	42.6771182598	42.6643959281	
